Valor Real,Predicción
16.0,11.184680147631076
18.999999999999996,21.73852123436168
14.999999999999998,14.188003419786684
10.000000000000002,8.082300034574443
18.999999999999996,10.722972170695412
16.0,20.54911984779407
8.000000000000002,6.0231136835389
5.0,4.710857174256692
5.0,6.126588616870987
3.999999999999999,8.20422755438094
6.999999999999998,6.555897837385689
5.0,7.94355234491699
1.0,1.6939493719602567
18.999999999999996,10.36493861844959
18.999999999999996,31.516511185179084
1.0,1.1463471165196157
16.0,8.231557507761169
9.000000000000002,7.128186861389613
12.0,11.304020618720946
9.000000000000002,7.502991091456934
3.999999999999999,6.319765811405246
9.000000000000002,8.11151841300493
16.999999999999996,10.948154865520328
17.999999999999996,26.877959360144533
18.999999999999996,21.103247882707553
9.000000000000002,8.061422548113525
18.999999999999996,18.04183169556345
14.999999999999998,13.260488069814716
17.999999999999996,13.985322690231493
2.0000000000000004,7.431065817763297
6.999999999999998,6.283042847183736
18.999999999999996,29.309861741302953
5.999999999999999,4.679548764980128
5.0,7.167585008011294
6.999999999999998,8.29164154869475
12.999999999999996,10.038657012398655
9.000000000000002,7.068083642543696
1.0,6.551761178494173
2.0000000000000004,5.748626210681225
16.0,14.15005783759052
6.999999999999998,6.403026261628832
11.0,9.409934842069918
12.0,10.484136185135167
16.0,14.35861433196807
14.0,12.21839029599939
14.999999999999998,12.786663884134457
3.0,4.103958994883318
12.0,9.538288800379565
16.0,14.941883168679505
9.000000000000002,7.75735556443929
14.999999999999998,18.283145575640393
12.999999999999996,11.953128540248956
16.0,9.663010175531692
14.0,16.897563569393192
12.999999999999996,8.23239216817153
5.0,5.235461508482362
10.000000000000002,8.0937283288703
3.999999999999999,7.444741381728109
5.999999999999999,6.0485157583495885
9.000000000000002,7.862670082847883
1.0,3.9660493012569225
3.0,5.096745160739301
18.999999999999996,35.668579623517694
1.0,5.554012614943243
14.0,13.988495700445046
6.999999999999998,7.753007770989878
5.999999999999999,5.212803143960599
11.0,8.934558862761966
10.000000000000002,8.38110260168998
5.999999999999999,7.833041302944867
12.999999999999996,13.42516941116488
3.0,4.323917711100707
11.0,9.777969174263475
14.999999999999998,15.989504585580736
12.0,11.310649801394177
18.999999999999996,19.568062684221616
5.999999999999999,5.177320086127956
1.0,6.605170530062148
16.999999999999996,8.312549430267277
18.999999999999996,39.311226374257984
5.0,4.313872228082519
9.000000000000002,7.15362698686187
12.999999999999996,13.789560790866394
5.0,7.502613643149411
16.999999999999996,10.23944606106499
9.000000000000002,8.271282674313763
12.999999999999996,9.600445505859254
3.0,4.591702093325925
8.000000000000002,6.033725001488277
3.999999999999999,6.170094795731576
16.999999999999996,20.333622363393822
5.999999999999999,3.993113119236564
9.000000000000002,7.105326532584412
3.999999999999999,3.6639985324087903
18.999999999999996,24.821604974740342
14.999999999999998,14.178908312512943
17.999999999999996,16.893302153545672
16.0,9.659812655597088
14.999999999999998,16.627590612672027
16.0,10.924750541041796
17.999999999999996,9.7898583878219
8.000000000000002,5.782203390066937
12.0,9.089921485252798
3.999999999999999,3.8073551250580016
14.0,8.866321866036852
2.0000000000000004,3.8869978430339005
14.0,9.635621530882176
16.0,17.174321103117535
16.0,8.717921869912619
3.999999999999999,3.2398779103652853
2.0000000000000004,7.31806248623081
9.000000000000002,7.079010735046918
14.999999999999998,10.809468251132781
16.0,11.789518614096657
11.0,8.299636757442423
3.0,4.168436137194447
12.0,9.278617793203582
16.0,8.996113128725993
14.999999999999998,9.36453099204455
11.0,8.938404215435957
14.0,13.878275932669041
2.0000000000000004,4.136816969782314
14.0,9.653057730445616
5.0,4.909348554148633
12.0,9.55254845163898
14.999999999999998,17.828106200366356
11.0,8.935202451140533
12.0,12.265562256067668
18.999999999999996,16.831199230720596
5.999999999999999,6.1400011404666035
8.000000000000002,6.690454144488613
12.999999999999996,10.32657132575288
10.000000000000002,8.14757808031777
8.000000000000002,7.418038114002789
8.000000000000002,5.683927271291568
12.999999999999996,13.29601492697589
6.999999999999998,8.039871116277595
14.999999999999998,15.258746599201274
11.0,9.007495252311516
1.0,7.187769542520192
1.0,4.50630413581188
5.0,4.697133450433073
8.000000000000002,5.584947349238615
18.999999999999996,41.25252564048189
16.0,16.90115085214026
1.0,1.4079814383594034
3.0,3.797472620493939
14.0,16.784189893829083
11.0,8.109344280557979
16.0,10.08088475201104
2.0000000000000004,1.4929765561794035
3.999999999999999,6.181964292100326
3.999999999999999,2.8314537494121206
14.999999999999998,18.405946544050828
10.000000000000002,8.186423538353774
2.0000000000000004,6.302316529715135
9.000000000000002,7.913130356578019
18.999999999999996,9.89972373981965
12.999999999999996,9.075567471881524
10.000000000000002,8.23691446546009
17.999999999999996,17.762114701189077
14.999999999999998,8.320740285998497
14.0,10.382182191792346
17.999999999999996,33.203167491279196
8.000000000000002,6.133692908581442
16.999999999999996,25.972090727444783
14.0,9.366100197744911
17.999999999999996,29.609250204492344
9.000000000000002,7.488649551232196
3.999999999999999,2.560402044868496
17.999999999999996,15.624076184774538
18.999999999999996,17.913067800768008
10.000000000000002,8.234004319000585
5.999999999999999,4.140438884543914
8.000000000000002,8.140631812082633
9.000000000000002,7.876130934056187
8.000000000000002,6.459003108912964
8.000000000000002,5.909598342693288
5.0,3.718703146422408
2.0000000000000004,7.8444407350497
11.0,10.141256122082906
5.0,6.592303568751886
16.0,10.722248600359425
8.000000000000002,6.1332083303891025
8.000000000000002,6.569473699394684
12.999999999999996,9.371155124870649
11.0,8.258823316380424
5.0,3.6418175609921066
18.999999999999996,23.915864243416355
1.0,2.669186250815449
3.0,2.0609108761972554
1.0,7.0685476978205415
1.0,2.4382266870250886
1.0,4.882965109719596
17.999999999999996,21.517271653020305
5.0,7.024898302921123
18.999999999999996,26.940296508672027
2.0000000000000004,2.3576606600474146
3.0,4.316931624294121
16.999999999999996,21.060306638299554
8.000000000000002,6.88059831440959
18.999999999999996,10.11104092714545
1.0,4.2388658947331574
16.999999999999996,9.795034353638489
17.999999999999996,31.8129325269919
17.999999999999996,13.004313052881805
10.000000000000002,8.331961210817989
3.0,4.661652983802211
12.0,11.000096845987901
9.000000000000002,7.497829249013497
16.999999999999996,12.323458535245795
5.0,7.41929282891072
6.999999999999998,6.958330629146085
9.000000000000002,8.37789998245731
14.0,9.184718875276149
14.0,15.97859522506295
16.999999999999996,10.856402659520574
10.000000000000002,8.228623731533649
12.999999999999996,9.720938018922805
10.000000000000002,8.457899791625984
11.0,9.483728214090052
2.0000000000000004,6.263921605681491
12.0,10.44744037361464
5.0,6.720017717840575
1.0,2.4198308936187183
11.0,8.746812136738589
9.000000000000002,6.897840199289532
16.0,13.42320883006967
16.0,10.7448844196337
12.999999999999996,10.543974293124828
18.999999999999996,25.216131160659128
18.999999999999996,22.594241132454172
16.999999999999996,11.268005207829928
17.999999999999996,12.403630522457794
5.0,3.1442577425537754
16.999999999999996,8.555234767028523
3.0,6.068518416189406
14.0,11.4281601560502
6.999999999999998,6.141076913285276
5.0,6.1349092957008855
5.999999999999999,3.913480495137038
16.0,11.311470492480625
5.999999999999999,6.604362292550868
16.0,15.085249024311196
11.0,8.733910931227069
17.999999999999996,25.947501439620275
12.0,8.853930273650063
12.0,9.115876412846342
12.999999999999996,13.056100154365424
16.0,9.476594534848354
8.000000000000002,7.0964886197315185
2.0000000000000004,6.659691847964396
18.999999999999996,37.9164616379535
10.000000000000002,8.311106104433419
12.0,9.003779200868793
11.0,8.375624914123652
5.0,6.738389966414313
17.999999999999996,18.86733550552458
8.000000000000002,7.697111926614211
10.000000000000002,8.419494791933895
3.0,2.2994221670771253
6.999999999999998,6.562412352291006
17.999999999999996,26.652457369440885
5.0,5.9887471813959285
3.999999999999999,4.55381705879438
16.999999999999996,12.482306265642503
18.999999999999996,24.438864001577045
10.000000000000002,8.322596551066034
12.0,8.737798622334086
17.999999999999996,12.784451354835793
6.999999999999998,6.746336446686797
16.0,11.371643359385898
11.0,8.769256608360331
9.000000000000002,7.7651053462790145
3.999999999999999,2.4851493485696468
18.999999999999996,19.803615619249072
8.000000000000002,7.23738969417791
16.999999999999996,13.027984765434852
16.0,10.414155548471172
12.999999999999996,8.420921279073472
6.999999999999998,6.340594691994302
17.999999999999996,27.420102820684406
9.000000000000002,7.25256107923134
11.0,8.62526109234962
12.0,9.867278792898729
14.999999999999998,9.20291638769013
9.000000000000002,8.173502824615404
16.0,18.971528519617518
1.0,2.498461167286174
17.999999999999996,15.994160510814805
3.0,3.105088508825691
16.999999999999996,17.454965594478388
3.0,4.14947578322876
1.0,5.439264068460994
12.0,9.940325928984066
10.000000000000002,8.238551048545299
18.999999999999996,8.68821250107669
6.999999999999998,7.677860813676075
14.999999999999998,14.87530537419158
3.0,2.367703183336292
5.0,7.010536557838348
3.0,7.932374213438441
3.0,7.151586402491981
14.0,9.899096911038232
12.999999999999996,8.815358110206047
5.0,3.9003066171246017
9.000000000000002,7.3852071890876
3.999999999999999,6.510249294522417
9.000000000000002,7.342791175572389
6.999999999999998,5.995975263902345
5.0,3.4223404530021515
18.999999999999996,18.956892477892662
9.000000000000002,7.99536460055255
6.999999999999998,4.721232374988356
5.0,6.354154980494589
12.0,8.45377676228266
17.999999999999996,17.799855969519715
8.000000000000002,6.109559887750175
1.0,1.3692206325220657
2.0000000000000004,3.041410922596625
1.0,3.2031034071718087
9.000000000000002,7.97622191362699
17.999999999999996,15.919568713172424
5.0,3.1510812262267747
12.0,8.514782905277658
1.0,2.6061297722895747
5.0,4.761415654370115
14.999999999999998,11.152958222140272
10.000000000000002,8.085760467043654
11.0,9.574290355590367
14.999999999999998,14.777721726768595
3.0,5.206851259556591
16.0,11.413239745359693
14.0,16.039019308161528
5.999999999999999,7.195877041555818
10.000000000000002,8.40385462635493
18.999999999999996,23.852608687229317
16.0,11.082892745345468
12.999999999999996,12.718560444229537
9.000000000000002,8.053208023193372
17.999999999999996,29.591984487537047
10.000000000000002,8.531602032058176
16.999999999999996,11.13719818159067
18.999999999999996,20.376120498158812
12.0,11.221120975545984
12.0,10.744356343382801
2.0000000000000004,1.947649835725326
9.000000000000002,7.98109446421765
18.999999999999996,10.741661949509
9.000000000000002,8.042874891113268
10.000000000000002,8.331159694200872
8.000000000000002,8.013440181153747
12.999999999999996,10.139454935942974
5.0,7.990979394757044
9.000000000000002,7.835541365047705
5.999999999999999,4.485839204987877
16.999999999999996,23.10016504388858
3.999999999999999,2.7348184295913165
17.999999999999996,20.37325243754697
9.000000000000002,8.047723623067645
12.0,9.421306276291382
12.999999999999996,9.144537530028902
14.0,14.142672771967083
16.0,12.551694414000135
16.0,8.993106760876369
3.999999999999999,5.6708514813677935
18.999999999999996,27.391851621492656
1.0,6.720516982285982
18.999999999999996,30.0367474902188
2.0000000000000004,1.9214716226274158
16.0,9.390191037640776
14.0,14.479746532009765
2.0000000000000004,4.74461282500063
6.999999999999998,6.919620973366168
12.999999999999996,8.624471291929702
9.000000000000002,6.77087885383243
6.999999999999998,8.13180327213294
10.000000000000002,8.295593305850637
3.0,3.708002698263206
16.0,20.53485099771884
10.000000000000002,8.088530895896735
8.000000000000002,7.481828513996035
9.000000000000002,7.063122564492476
8.000000000000002,6.174639114475681
17.999999999999996,29.792691134055875
16.0,10.573556468490166
10.000000000000002,8.513863191246578
16.999999999999996,22.70026895084343
8.000000000000002,6.209123552908588
14.0,15.568386670898747
3.0,2.9147386392470755
14.999999999999998,11.162244945191043
11.0,10.033566795713876
16.0,19.517892207598603
16.0,15.360911229125154
8.000000000000002,5.7188592880702025
2.0000000000000004,2.2614748823160356
14.0,12.26934288917174
5.0,5.119684018692318
